nums,mark1,mark2,ratio
"[10.953976842860015, 8.943955127385673, 4.950081419597679, 14.114880824712888, 4.256847820617565, 17.0373097172742, 15.354085402588373, 9.459489520568184, 14.929373324395426]",7,2,0.5232926585345329
"[15.292379381026404, 22.45822979378585, 18.926026054842644, 9.909869726881489, 4.064991415006971, 10.220057883654349, 14.605407369728406, 4.523038375073894]",3,2,0.5236106987365067
"[18.300947333950617, 17.16867037144478, 9.588259181563028, 11.50040107053426, 7.60812879896345, 16.537343310572158, 19.296249932971712]",2,0,0.5239214673753839
"[21.27754060064916, 8.567585914998613, 9.009668020913677, 23.114442020118577, 12.111935262380346, 16.38453989307196, 6.400726925923307, 3.133561361944341]",4,3,0.5239986001755197
"[17.158663923007165, 14.523025643426656, 17.591927249833052, 27.709290277079216, 23.01709290665391]",3,1,0.5241211701275483
"[11.042814210642533, 21.562089168837844, 9.870505401982225, 15.246132050386931, 11.306109433233548, 13.557032318468105, 17.415317416448804]",4,1,0.524351297534446
"[4.835484800282679, 20.66302778899908, 21.162261210926513, 11.587541176229173, 19.669447898212084, 22.082237125350478]",3,5,0.5247448938462236
"[34.304790230901354, 21.627874994962635, 5.412805671618588, 10.31302175830793, 28.341507344209504]",2,3,0.524851571001308
"[20.789987210251248, 21.769653781381745, 10.911946723716305, 8.610728910519832, 10.480203746379884, 27.43747962775099]",2,0,0.524865485166618
"[20.61445189717371, 7.369760957752495, 37.613113983758566, 20.367944433962382, 14.034728727352828]",1,4,0.5251088995677758
"[8.87433606240423, 13.402937528509325, 25.52229037548553, 23.858250134366596, 28.342185899234327]",1,2,0.5251463458539367
"[10.329665401887802, 10.015091280061027, 8.507833109503048, 8.114386655959079, 14.995031869256907, 14.47842704489857, 9.35984240240902, 7.876765237054068, 16.322956998970476]",4,7,0.5252916636478218
"[6.253143897877877, 22.64039881259861, 3.474894624841385, 11.904033381643865, 10.417505111575382, 14.438119556061778, 5.29073376629874, 25.581170849102378]",0,3,0.5252962334195304
"[23.74912341630533, 8.147663213401005, 11.029459190330433, 24.82042633955537, 9.356430416996949, 13.039016484762026, 9.857880938648906]",3,5,0.5253341061262208
"[19.284989929377303, 14.112795338732084, 5.466724590164558, 12.101442666885305, 18.422583942227025, 5.958709541395613, 7.418102241856908, 17.2346517493612]",1,6,0.5256295484919405
"[10.95450710997272, 8.457224204465122, 17.33473360146354, 10.761534302868837, 3.3636078312324598, 11.821776830974981, 13.513625296694686, 7.708731714839092, 16.084259107488567]",1,8,0.5258075083189612
"[14.344329351377242, 18.767923173673775, 16.41401771146017, 16.877224058299326, 9.87018392633894, 13.485562150600543, 10.240759628249988]",4,1,0.5259070934488952
"[18.54373903052761, 27.16031184430181, 17.879380499517602, 12.551060162448238, 23.865508463204748]",3,4,0.5259079303421987
"[6.146418083401365, 12.819401777049638, 4.3229111469717525, 23.539881471852585, 19.050486323848194, 22.35758906471022, 11.763312132166252]",6,5,0.5261440353930541
"[15.106054891510661, 15.458898407813567, 14.695720923508292, 4.5209864417139825, 6.461407082872657, 7.665629479373725, 17.252087431460634, 10.704983286254063, 8.13423205549242]",8,1,0.5261844564151507
"[5.191605425286002, 29.058449434590365, 12.662122987440108, 24.06367105182451, 11.474415772789703, 17.549735328069314]",3,2,0.5261924899226905
"[6.349220472311233, 15.91571441838685, 12.053279932453309, 14.965712079300532, 5.531342487452516, 5.393705276969177, 6.993786042076482, 12.259048257271699, 6.502750276469615, 14.035440757308569]",0,2,0.5267628817958533
"[27.670439646353973, 8.219282546252444, 19.165374582973985, 29.341819625079903, 15.603083599339687]",1,4,0.5267729608652664
"[6.562816402402606, 15.690822672026012, 5.346578195231436, 8.266574240150053, 13.185918811362901, 5.151533737058241, 6.800644295865351, 8.460569547052824, 13.304338196610853, 17.230203902239733]",3,1,0.5268413526135827
"[11.5145947837546, 20.082167511571228, 7.884420008753151, 24.0514894787094, 6.379906991208105, 15.128146555994023, 14.959274670009497]",2,6,0.5270589773018818
"[8.620576195041417, 28.483591421313182, 18.17469764572973, 29.70689680283508, 15.014237935080592]",4,1,0.527118849340256
"[5.439866540371377, 19.658377844384027, 14.350475410871054, 26.771018171441842, 10.362649680598404, 23.417612352333297]",4,1,0.5271365604338909
"[25.67768890902811, 16.01679746083417, 14.26595063135509, 30.37643058366352, 5.495697504435634, 3.602685941536302, 4.564748969147164]",3,1,0.527277140634424
"[15.290182758585221, 19.910360543100918, 5.695759048836135, 11.011954408684664, 16.355631401692783, 21.236635485234007, 10.499476353866283]",6,1,0.5273373292832925
"[15.913900507601637, 18.237376411515648, 10.410905144086346, 8.782341948245248, 25.35022810160149, 4.631274918902949, 16.67397296804669]",3,5,0.5273393983285174
"[28.7355882223647, 11.717720422359017, 17.0340350292475, 22.345181715149003, 11.184731687922614, 8.982742922957174]",5,2,0.5273408741694948
"[21.209767043004188, 29.43222471728861, 30.31104960004028, 6.576732392185527, 12.470226247481381]",4,3,0.5273947931388842
"[16.660875354751195, 8.789755219055726, 36.51583485250769, 5.402031331332526, 32.63150324235286]",0,1,0.5275686320136321
"[12.08252397092906, 9.142272561169287, 14.641111378223414, 15.63565801962235, 5.545850600835697, 8.457361815176759, 10.510439541656277, 6.197645455227316, 17.787136657159845]",6,4,0.5276516342495188
"[24.614713640755394, 3.3901202422671726, 12.990010657656557, 30.66808203350911, 28.337073425811777]",2,0,0.5277335681106022
"[10.964551607892783, 24.600950101541194, 28.42530129706918, 15.005851620070791, 21.003345373426075]",2,3,0.527904751588965
"[13.484311977363253, 29.383739345751362, 9.766627139457638, 5.534365260976866, 3.7484444353878983, 13.883732624902388, 15.511942020488053, 8.686837195672554]",1,6,0.5279090533019906
"[14.69962746618917, 22.254759234341176, 11.749122926732005, 17.016051531489452, 34.28043884124819]",1,2,0.527937543741296
"[13.232995173170176, 25.06308688558707, 9.966219811542723, 13.91122835515294, 24.73538344145262, 13.091086333094466]",0,1,0.5279874435890027
"[16.496315576423765, 21.058216916514407, 13.659871730163518, 13.328216917325632, 4.216978131030859, 31.240400728541807]",5,0,0.5280443013444583
"[4.026366681135384, 13.818278348797449, 26.151121088606843, 20.18417958238188, 10.380542062188555, 25.439512236889897]",2,1,0.5284009929049507
"[30.3054104847666, 16.014092799527628, 17.42078193966061, 15.588653448621123, 20.67106132742404]",1,0,0.5284235568291449
"[15.788068838732631, 11.547004414055095, 9.299570706906755, 15.57590355219915, 16.046502303844683, 7.836219360185152, 12.159307819697501, 8.481744215667272, 3.2656787887117678]",7,4,0.5285727727490542
"[11.14353161438526, 4.248566823585042, 8.081650423854631, 8.80323409791017, 14.701423014014651, 7.771291918931261, 22.44676159867529, 22.803540508643696]",5,4,0.5286081430024157
"[20.90007838228139, 24.944073632632843, 15.041196452628535, 5.663157509895687, 9.652798815142436, 18.260504437237696, 5.538190770181423]",4,5,0.5286162191367499
"[17.699820192097516, 6.707782281092576, 12.594004502353535, 8.79160838728061, 6.162909221733367, 5.8852280352837205, 23.823607131310663, 18.335040248848017]",2,6,0.5286355014561
"[23.376110082875922, 24.969575589872317, 16.811431109243614, 7.142462974057485, 14.19089972637114, 13.509520517579526]",5,3,0.5286984808056819
"[17.136809816186542, 12.225768910131432, 21.2009648343791, 10.486260475870582, 6.472742801384515, 32.47745316204782]",4,1,0.5294344142249071
"[7.451056858910626, 29.63951243608607, 17.854136578242116, 11.339285587535963, 33.71600853922522]",4,2,0.5295447875293603
"[17.761463686467795, 13.343172591447033, 10.18080586502528, 16.95885541406468, 13.6503365046966, 9.407266047363539, 18.698099890935083]",0,5,0.5296447530127149
"[10.639210574218215, 29.736105667438544, 20.07375290006213, 7.229704105295832, 29.055637194344733, 3.2655895586405617]",0,2,0.5300060545322985
"[12.589370869330219, 28.66825758888106, 6.366414502962726, 6.677309333852087, 32.178111799506915, 13.520535905466984]",3,0,0.5303926147826109
"[22.34966358441944, 9.376075448948225, 24.772318459509382, 19.315378768843264, 11.045659227948613, 13.140904510331088]",5,2,0.5304672847561699
"[16.08465657844022, 16.811560262308884, 12.65664930178516, 18.966051702665, 8.918354403527598, 4.776495805010194, 11.012172545512255, 10.774059400750685]",1,4,0.5304893932731714
"[9.004949556972985, 19.32274659516847, 13.42306314439032, 15.371391318196782, 11.899173674553175, 16.972323048079115, 14.00635266263915]",5,0,0.5305667074250123
"[7.791506816960147, 16.546527129441806, 24.713684638089685, 3.8505833420925635, 13.249337226255381, 19.163313805620607, 14.685047041539807]",6,0,0.5305741816774708
"[9.232041983451422, 16.65140071393062, 4.368564246821995, 25.010030714422808, 8.39949274218656, 23.067971457717846, 13.270498141468758]",3,6,0.5306070309548206
"[11.57435479219383, 15.288468135522832, 21.26372645211096, 21.811435550033515, 30.062015070138887]",0,3,0.5306553420403384
"[24.85456917649486, 12.517979688337114, 10.772244397822767, 12.385254852088007, 15.89629417846014, 23.573657706797103]",1,5,0.5310155871452967
"[16.174606745592758, 25.725609693285318, 11.622919304084967, 21.877094378867486, 24.599769878169468]",2,3,0.5312825872942388
"[12.490481582367792, 9.172391847424262, 11.178858922879389, 15.496237413436775, 12.137887615243546, 6.872621559348163, 4.621987476405019, 10.325620993241811, 12.830088462511247, 4.8738241271419875]",9,1,0.5313580370544927
"[35.21155922532463, 10.60395128475434, 12.926144094254678, 19.95524316105371, 3.4223944139150477, 17.880707820697612]",3,1,0.5313867237383447
"[7.184862836642498, 4.223748648576344, 3.0158410267178475, 19.45278180053592, 4.887617732552212, 12.574133897431398, 16.778750017231964, 13.50590881827816, 18.37635522203364]",7,0,0.5319792198595993
"[29.194007640063685, 19.17285771838811, 15.533857973552788, 11.080220201529803, 25.019056466465624]",0,2,0.5320906319225346
"[13.50048114302685, 5.986618828055408, 20.598450543761466, 14.42233399341439, 13.128753822416822, 25.366072516618647, 6.997289152706401]",5,0,0.5322259145235028
"[11.482784638111458, 10.711200453137646, 7.546651699303551, 13.18583722111542, 17.369337653876833, 9.311340107235333, 5.701450663478487, 14.705887968194682, 9.985509595546603]",6,1,0.5322886718834912
"[22.415839141712567, 20.800355589417222, 11.255472955494424, 12.60477019100449, 4.352058049119615, 8.174800589106763, 20.396703484144926]",4,5,0.5323748269675104
"[15.410219213921858, 21.658846265252976, 12.051167472597164, 3.352086926048752, 6.12156032780932, 7.193369840598319, 11.49606440477804, 22.71668554899357]",6,4,0.5324918260952899
"[22.185141412472593, 9.946082413048954, 24.661288934241735, 13.338685612431933, 14.97310460088744, 5.29873465273924, 9.596962374178108]",1,5,0.5327459026266929
"[11.064429489633545, 5.386865889059019, 30.83146910162865, 20.760937606259045, 23.917383141057854, 8.038914772361903]",3,0,0.5329445952526644
"[16.73822482847176, 18.71745550376265, 7.980672485124374, 19.935968963268863, 10.627307431419153, 12.525339993343934, 13.475030794609264]",3,4,0.5330720293053974
"[12.401849730391094, 3.644591327019451, 6.46345064986914, 17.79002134506102, 18.383135817059156, 5.387971477267457, 8.558189077102622, 4.1061069580804475, 23.264683618149615]",8,0,0.5330762254903808
"[15.471755097916832, 5.833651684821123, 3.7948469006599446, 14.181413319792123, 4.763777591429478, 11.095230135970107, 8.935705947115125, 15.058021207596441, 7.728289682155499, 13.137308432543342]",6,4,0.5331170944549104
"[5.412588159625554, 15.311245678164967, 19.545491065058098, 25.79008986241448, 13.75052172280762, 20.190063511929285]",3,4,0.5331707565256344
"[13.630785419251565, 18.66123698347092, 12.973594925629962, 13.819174910040179, 17.7047282827787, 7.370942049156799, 15.83953742967189]",5,3,0.5333851041860334
"[12.280914278268495, 19.56656032513294, 12.613768482295498, 20.32616908329157, 12.10627278358841, 11.761829921393556, 6.728175699436818, 4.61630942659272]",2,6,0.5333993333459693
"[30.84080571724123, 11.90834260645059, 3.721153723000963, 18.62411745763507, 34.90558049567214]",3,4,0.5335570184814497
"[9.739820839172353, 5.999621033365785, 9.154688955126362, 16.47452096404969, 18.237410278252852, 14.113819630469717, 12.937202247288905, 13.342916052274347]",0,4,0.534057231293775
"[9.781678614081823, 19.76302167014144, 8.923074343494083, 6.147676291817233, 7.595942551577635, 12.208377921533126, 12.727820723117082, 22.852407884237568]",7,5,0.5342272019376061
"[27.756779877809734, 7.693710978956069, 29.0900383659455, 23.111132445826943, 12.34833833146174]",3,4,0.5343026076461872
"[23.78546108375973, 17.818094509987812, 18.256026977671386, 18.827049630907123, 10.059728507521989, 11.253639290151956]",4,3,0.5343231523120647
"[23.113191703374607, 21.26748600985335, 5.534441251209378, 10.304094969259504, 19.28178556781369, 20.49900049848948]",4,3,0.5343952681674728
"[26.277333227766103, 28.23651456232294, 16.791617738429466, 8.976625597516753, 19.71790887396473]",3,2,0.5345896826231791
"[7.990561392997354, 12.818155970145348, 10.874688380050399, 5.383696375273751, 13.56992382858255, 11.8188003766459, 6.626149385070297, 12.393299690033915, 9.650884892933778, 8.873839708266713]",6,7,0.5346557858516665
"[20.36607270563582, 10.845070307921588, 20.039442998786335, 14.779945929642365, 18.8371206200458, 4.407676806286069, 10.724670631682017]",2,6,0.5351780801657783
"[36.83640511485128, 10.574635040992735, 10.902386271630576, 17.447369263969694, 20.358188110154313, 3.8810161984014133]",4,2,0.5355283197423966
"[22.824471082095524, 16.564968002340517, 8.93727403652801, 16.67903254168039, 17.16770275612298, 17.82655158123258]",3,2,0.535838875198189
"[16.835880813618378, 26.52662080338549, 14.22016319638128, 14.55721872039971, 27.86011646621514]",2,1,0.5360714167771575
"[11.74308376502523, 8.378487317162428, 16.793559186238873, 12.342499347477458, 10.83115740041487, 21.905109624147144, 13.294491128189875, 4.711612231344133]",0,5,0.5360887923646918
"[17.754770999353802, 13.030633606539215, 13.366007362483133, 3.5467916164254536, 5.992422415406987, 20.701598194290636, 6.986996445348658, 18.620779360152124]",6,1,0.5361977518761901
"[19.515966262923516, 9.082338271138681, 23.71826581824108, 14.388716969608579, 20.576081992691776, 12.718630685396374]",2,5,0.5362378001352366
"[14.545578498611507, 6.4231166309585745, 11.985198152457398, 10.905884890304971, 15.475690212477911, 14.835681622206634, 8.153861219807572, 9.37092443554876, 8.304064337626672]",8,4,0.5365876560989299
"[4.911172919300348, 17.18196163332955, 20.339256641166394, 37.90449722421377, 16.55266544724738, 3.1104461347425545]",3,2,0.5365921758796862
"[11.86042081695976, 16.01539071305111, 21.435439440136577, 17.742153894187236, 8.594854595369931, 17.566090230487877, 6.785650309807506]",1,4,0.536662186353399
"[18.21080788217299, 24.94016722302595, 20.812644172938356, 23.450693859262675, 12.58568686260003]",4,3,0.5366871845298885
"[18.841789646361455, 23.179469791264076, 21.58069283846218, 8.990889109021518, 14.72149313664932, 4.825321500770746, 7.860343977470705]",3,5,0.536690136232354
"[12.838286081339026, 18.98775171718091, 7.5803751039353, 14.134053120202331, 26.315219963955798, 20.144314013386634]",3,4,0.53710564226945
"[6.2056847435255635, 16.829634484915164, 6.737455808901595, 14.358415558604063, 12.536640346962578, 7.396191175200608, 20.007605538683997, 15.92837234320644]",2,4,0.5374211608881299
"[7.03672881918138, 32.83453667916874, 26.350111982320186, 10.571527027043894, 19.42435757730064, 3.7827379149851734]",0,5,0.5375705121211761
"[33.04992711411872, 7.948636273739115, 16.058032122160864, 29.857861935782292, 13.085542554199018]",2,3,0.537815874314717
"[20.0295262229276, 10.778518407789209, 7.256580398854983, 34.644828165071665, 27.290546805356527]",0,1,0.5381314709007518
"[3.23276036919027, 9.617287201254989, 14.403585334316686, 17.17466231606953, 12.74064267447622, 8.714063643251931, 8.445942976978955, 9.245657317869325, 16.42539816659209]",7,3,0.538331243300114
"[21.08052850564363, 13.487829495694925, 9.792400282021738, 25.973280221356355, 8.809047363533484, 7.263360263192841, 13.593553868557022]",1,5,0.5385121650233773
"[18.49751723871658, 11.838289264054392, 6.379505811713402, 20.96946892875786, 5.767968078604172, 26.02119613714501, 10.526054541008586]",2,1,0.5388874751594421
"[3.951875164364226, 10.092495520829447, 9.045443428007218, 13.611769243787098, 10.450802877421893, 11.366727319511478, 12.012846541496321, 16.78252495729603, 12.685514947286295]",2,7,0.5389798883674417
"[22.762176877280428, 13.236637622586107, 7.141221864583183, 7.589901534200115, 25.165627470405525, 10.034932802542519, 14.069501828402123]",6,3,0.5394577311101642
"[10.651961191224382, 13.692063121770135, 19.74049883479658, 32.459720783112935, 23.45575606909597]",0,2,0.5395993931241579
"[3.636120861234085, 19.326197766947534, 9.802235352584391, 9.247797760001921, 20.15900485898568, 18.987073086424978, 12.235741933208214, 6.605828380613195]",6,7,0.5398796751903336
"[18.2558997474493, 8.150518893809611, 5.0436441531083105, 8.929139326853479, 11.037097425104939, 18.939443191051453, 4.604699072387245, 9.9431450336291, 15.09641315660656]",8,1,0.5398977100890183
"[15.184176782554879, 23.433240324354657, 12.800829469889294, 14.219349998981688, 18.462794661877915, 7.6774099714791575, 8.222198790862409]",3,5,0.5399269285887872
"[11.566013907630374, 16.323187229280858, 17.895785490067695, 21.082967659711134, 33.13204571330994]",2,4,0.540135240815466
"[12.2096530664464, 10.428146255197392, 14.073120431131418, 9.688571869804063, 17.559981468293923, 7.6054684358689375, 17.201043544909833, 11.23401492834804]",5,2,0.5404251653417771
"[11.316618064018213, 34.366560057669616, 18.23060092059639, 20.935124569988343, 15.151096387727444]",0,3,0.5405565190780479
"[28.78581094361015, 10.96805428058574, 18.196517729891642, 26.484878927475346, 15.564738118437118]",4,0,0.5407086897404975
"[5.781070067576757, 4.314555369811408, 19.981232384352705, 7.347684322234727, 3.9734759768166636, 27.225921317205852, 26.167484106381906, 5.208576455619986]",3,4,0.5407793534069751
"[12.640693468066836, 8.888862301394772, 4.979307964950346, 11.474210605437147, 15.255814972868775, 20.506251153409856, 9.205485721142578, 17.049373812729673]",6,2,0.540906598064042
"[16.205465506466485, 16.709132692758182, 32.65402562097983, 29.95653289455601, 4.474843285239493]",0,3,0.5409659910747381
"[18.661974580633213, 23.01822344765321, 24.43367971371892, 11.896542834779579, 21.989579423215083]",3,4,0.5410082023769872
"[12.826324153785698, 8.2870754734373, 6.696204920445484, 10.401698258857676, 11.586768136097357, 8.858507827611488, 3.6265181119816434, 13.50952059794852, 8.005178487470715, 16.202204032364126]",6,2,0.5415781259783159
"[4.572669527333209, 24.355946401287614, 5.989274304441539, 10.024970188632743, 16.981023763384023, 9.821887729938895, 8.441444104016188, 19.812783980965786]",6,0,0.5416928040970702
"[9.1035250966686, 15.365944279402024, 9.824973968539407, 6.705706459713335, 13.1065023393891, 11.26871097176148, 4.465754293028489, 13.960506063920903, 8.635792233958362, 7.562584293618302]",9,7,0.5417127616285208
"[18.922897679538657, 10.258052186699816, 20.456680467699883, 7.843942452733351, 6.398942303146867, 11.568189424337604, 3.0397273873089525, 21.511568098534866]",1,0,0.5420973235928794
"[14.630252567223232, 7.391324065998524, 9.10836035342225, 11.19015383174581, 15.403851831788327, 20.637909386166708, 21.63814796365513]",3,5,0.5422135363791455
"[15.291353990697143, 19.944455441561864, 16.278492583312275, 15.040629863377522, 21.684471359033555, 11.760596762017647]",5,4,0.5423510938908958
"[13.14996156323213, 15.727064570407858, 15.32119873599641, 12.421086484659787, 8.831946117148252, 7.886873137782559, 12.12746861814972, 14.534400772623307]",5,7,0.5426349019244129
"[15.5280446258409, 32.75106574372493, 26.628407461476453, 7.319382694870348, 17.773099474087374]",4,1,0.542672400744476
"[20.968979846532886, 16.921171715562267, 13.388200461981137, 7.266140793745661, 14.30975910348959, 22.83785555103229, 4.307892527656161]",3,2,0.5427272182232058
"[13.61035241594425, 18.58686263964522, 21.241130693661425, 9.626771748691358, 25.065962437702428, 11.868920064355324]",4,0,0.5429814414575413
"[8.150970428539397, 15.003391262447613, 21.824624060093925, 33.81575989498267, 21.20525435393639]",0,1,0.5432752026497287
"[19.125306025792796, 18.88927794977417, 14.013236888410637, 13.539875481615265, 7.614209217891193, 9.702859302681563, 3.3823774025771307, 13.73285773125725]",2,4,0.5433583460070078
"[13.076644082249684, 10.908030277328598, 24.062532062236656, 19.08818513704561, 14.345709090130704, 18.51889935100875]",0,2,0.5434442247568765
"[4.224246970507442, 15.889037291199905, 18.54804641738576, 3.3357686789666348, 13.275427000050565, 20.205211904222452, 10.083999869068503, 14.438261868598746]",2,6,0.5436691089804694
"[19.248810978707294, 24.271653736718047, 9.352732587968537, 4.175636746184032, 7.545828542254285, 35.40533740816781]",5,0,0.5436697511677068
"[26.785226207466188, 16.534718296478417, 20.320018037545346, 7.163372351394022, 11.19433578042005, 3.894687186751456, 14.107642139944508]",3,5,0.5436946448823833
"[9.39872914740807, 3.416892651858046, 19.120447269113846, 21.835546700372987, 7.867852600058667, 14.47061481783634, 23.889916813352038]",5,4,0.5437123922586087
"[6.042702406154705, 7.038777952442491, 13.901512143495507, 11.19858944194732, 13.062424428088896, 24.021051691086353, 24.734941936784722]",5,4,0.5437906964305004
"[19.282879005410894, 29.89939332846068, 10.491110060744653, 20.924540613953912, 15.497624303594453, 3.904452687835403]",2,0,0.5440634698688294
"[11.582233306879743, 26.402849047409703, 6.304192658538251, 28.248164917357336, 27.462560069814952]",2,0,0.5442985382442276
"[10.897551836809896, 16.763197323684622, 11.951463938293736, 25.12094205279083, 4.474095107152824, 30.79274974126808]",1,5,0.5443878011718708
"[15.034851203157725, 9.841461933893056, 16.96638014938164, 27.005769287548116, 31.151537426019452]",4,2,0.5446402184699365
"[3.478636489125777, 28.16458588281088, 15.341263111956238, 25.890766516300875, 27.124747999806225]",1,2,0.5447004680199882
"[5.4077507819961195, 13.942669609390073, 18.064913850039147, 29.44623867548779, 33.13842708308685]",4,2,0.5451349216046254
"[12.746998339057475, 6.951259268087288, 20.693124558930734, 20.268473160970828, 34.074998390861204, 5.2651462820924975]",0,1,0.5453251881886784
"[16.12092961377903, 15.438667827991171, 26.196662720774214, 27.335512598804158, 14.908227238651419]",3,4,0.545379465073708
"[21.195123315767297, 3.8847183916649435, 14.103331837003186, 14.612511261755706, 9.78982607808246, 11.561011745466379, 24.853477370260034]",5,0,0.5454562152448534
"[14.314617660250953, 24.474585799419128, 6.676791149276453, 26.239499748376428, 28.29450564267703]",3,0,0.5455369880341058
"[28.09804315607158, 35.56346594890413, 18.623976028456774, 11.460475227701082, 6.2540396388664234]",3,4,0.5457050876694713
"[9.70255004962839, 17.77757498668797, 14.363572719451199, 31.71879849481578, 20.541155302092193, 5.8963484473244705]",1,0,0.5457746659425574
"[7.893175648052252, 6.972604122449252, 7.468924171822939, 20.552413896068117, 13.271990659311774, 13.683106828527158, 30.157784673768493]",5,2,0.5458500226170411
"[6.376708783911164, 8.502981139848115, 11.680545859388047, 9.267871058391616, 21.98087983877842, 3.792338050874127, 19.33755963092232, 19.061115637886168]",0,2,0.545925580933873
"[5.837562484672634, 9.232374711155932, 24.371143918294592, 24.743988030477166, 25.12627511202909, 10.68865574337059]",5,0,0.5461456168885649
"[14.536455006086035, 16.867314040759595, 24.25149180172722, 6.485852598938235, 13.37489859727842, 24.483987955210498]",4,5,0.5462712455889799
"[11.178303931994343, 5.44713915531967, 4.294519575901836, 9.34267957307952, 10.775900104493882, 8.16576721264797, 15.434625459981982, 17.453352521648704, 5.891224176849886, 12.016488288082227]",4,8,0.5467036739133341
"[10.7118687570571, 10.86618004174285, 8.888838449248222, 11.145501182323533, 3.471588353464874, 16.89085862122545, 15.222202822141494, 4.860831356975517, 17.94213041582095]",7,2,0.5468466307188453
"[8.565581118476613, 18.41844278680594, 23.52723229711618, 19.79425332977557, 16.822852516562264, 12.871637951263429]",5,2,0.5470952889278504
"[16.16501428202723, 6.424619036894331, 15.222082199519502, 11.078244151465347, 4.6341068227116144, 16.30465485644401, 3.515257065490228, 10.706762310103905, 15.949259275343845]",6,1,0.547154165142453
"[19.80426585466427, 11.219877665059956, 30.40237290580243, 20.041371037187357, 6.140288997811946, 12.391823539474036]",4,1,0.5472688010613113
"[8.582830063958374, 3.087783379950235, 16.967935152970757, 24.653727904048324, 27.073334040360628, 9.286233331336723, 10.348156127374951]",5,2,0.5472812836458114
"[20.8085624102972, 26.925356585707068, 15.0036763802294, 21.0724304124734, 7.977895369848655, 8.21207884144428]",5,2,0.5473377746447181
"[25.284327692864686, 23.486907236665083, 10.35405678560376, 18.904650788588135, 21.970057496278347]",2,3,0.547698918186525
"[3.796122754939639, 16.024199816950027, 19.41737759738772, 14.244476385715249, 12.345994761781972, 27.241510321805507, 6.930318361419896]",0,6,0.5477558976326569
"[33.80203595414707, 11.10525391407809, 20.273015496206252, 10.873642606403939, 23.946052029164655]",1,2,0.5477850059433067
"[17.920118474337585, 4.502150103750547, 27.4739387330782, 15.062824805661895, 23.988392750116848, 11.052575133054907]",3,2,0.5482586589423557
"[28.136121079702377, 12.270878065990505, 6.150087801375913, 20.41637994374308, 22.381279879727128, 10.645253229461]",1,4,0.5482652525651769
"[19.166793283695952, 25.663556404904515, 14.071928809016152, 29.12784987263353, 11.969871629749838]",1,2,0.5483234118840556
"[28.68054380919537, 22.381514137829402, 15.726436709324261, 26.58628512960432, 6.625220214046648]",0,2,0.548331189741324
"[9.19360322741565, 18.93649915189581, 17.181052844261348, 8.50021438329198, 16.766440097551918, 29.422190295583302]",4,0,0.5483336458976772
"[5.9846328044288315, 17.382165554733835, 6.372116074416028, 12.861965194441009, 14.950322333052982, 11.603873505409084, 8.608748981309951, 4.414505428589282, 17.821670123618983]",2,5,0.5491369818402192
"[23.508690886304084, 27.808929399520633, 22.264181506323716, 14.191076457002099, 12.227121750849452]",2,4,0.5491835281425715
"[32.66382005646984, 14.133830883487772, 24.154654275015204, 15.77588641141121, 13.27180837361598]",2,4,0.5494513902997118
"[3.134337684491195, 8.921534086414802, 10.096400347785183, 11.513553026084471, 8.155960649721134, 9.694443711872603, 5.327263142102895, 13.058809415502918, 13.434385052581927, 16.66331288344286]",5,6,0.549517156469607
"[29.371394649013254, 9.926083713651389, 16.98950421695981, 30.90914251775938, 12.803874902616169]",2,3,0.5496595127864902
"[24.848295108889562, 5.843755412092829, 31.88261456479001, 12.397445151340207, 11.369747268287995, 13.658142494599398]",5,0,0.5496611511875175
"[24.60640209112268, 8.275653528920264, 28.757909095720805, 18.831604902333627, 9.17717205064346, 10.351258331259153]",3,5,0.5496747826297278
"[12.1240881883584, 6.200540446731454, 12.975835563590676, 11.838045637917325, 16.67866943358481, 13.413679125006777, 9.495907216050155, 17.2732343887604]",6,7,0.5497469091387476
"[8.905007954385557, 16.19830073350038, 12.91843133360233, 32.194413186903574, 29.78384679160816]",1,0,0.5497495139085016
"[25.14644468062837, 13.825859620167755, 11.634988265077741, 27.960109703135416, 21.43259773099071]",1,0,0.5498136931786044
"[17.985692229003636, 12.924276634684846, 25.800139701830865, 32.709873690325146, 10.5800177441555]",3,0,0.5498551415783487
"[12.653128263421964, 18.145794850558286, 15.04925435247315, 3.6828503081028887, 11.053192257603827, 12.04703256829761, 27.368747399542283]",2,6,0.5498700445722567
"[3.392782493652704, 14.125581008041324, 5.726567257976726, 15.981008933404524, 4.302692027535724, 12.353869365035843, 22.465111695888545, 21.652387218464604]",6,5,0.5499135518340996
"[23.518831102265086, 9.96575810154791, 23.70730356521545, 18.114485559174348, 7.080658675419434, 10.788229617324287, 6.824733379053486]",1,3,0.5501540780163423
"[9.507409531545436, 9.237011407514451, 27.51803472473318, 25.437589095112372, 16.787275657391177, 11.512679583703385]",4,1,0.5502388592426275
"[12.560078269500352, 6.901201084949875, 22.825657425526376, 30.583209547893397, 27.12985367212999]",0,2,0.5502614025677163
"[15.7221888686952, 17.68962196577197, 3.044362362145903, 8.65550824850815, 17.933468687416546, 10.024546774539258, 26.930303092922966]",0,3,0.5505281943115646
"[13.631919002273836, 12.10259499665137, 15.31048924309328, 5.425903088777756, 14.152361486577787, 17.412096468588327, 21.96463571403765]",6,1,0.5510036749171565
"[18.025832153118717, 32.704661998800624, 16.081949509306114, 11.802557922400588, 21.384998416373946]",0,1,0.5511701100528046
